lead_id,deterministic_tier,llm_score,llm_rationale,score_divergence,scores_aligned
L2098,tier3,10,Undergraduate student at an educational institution with low intent score and competitor tool churn signal. Poor near-term commercial value.,10,true
L2701,tier3,25,"Independent consultant in real estate. Despite medium intent and hiring signals, the industry and title do not fit Runpod's ideal GPU cloud profile well.",5,true
L2165,tier2,65,Infrastructure engineer at a software company with increased documentation traffic. Good technical fit for GPU infrastructure.,10,true
L1129,tier3,30,"Operations manager at a software company. Although there are ML hiring and docs traffic signals, the role is non-technical.",10,true
L1866,tier3,20,"Financial analyst in software. Pricing page visits and competitor churn are present, but the role makes enterprise conversion unlikely.",0,true
L2314,tier3,45,"Sales Development Rep at an AI/ML company showing high surging intent and GPU trial spikes, but marked as churned in CRM and in a non-technical role.",25,true
L2077,tier2,70,"Senior ML Engineer at an AI/ML company. Excellent technical alignment, though company size data is missing.",15,true
L2864,tier3,15,Social media manager using a freemail address at an AI firm. Non-technical role with weak commercial relevance.,5,true
L1463,tier2,55,"Backend engineer using freemail with high surging intent. Strong technical profile, but unverified identity and personal email add friction.",0,true
L1435,tier2,70,Senior Data Scientist at a software firm with a GPU usage trial spike. Highly relevant technical buyer.,15,true
L1448,tier3,35,Sales Development Rep with high surging intent and increased docs traffic. High intent elevates score slightly above standard non-technical leads.,15,true
L2526,tier3,60,Co-Founder and CTO at an insurance company showing active docs traffic and infrastructure footprint expansion. Decision-maker in an enterprise context.,40,false
L2001,tier2,85,"Staff Engineer at a software company with high surging intent, funding, and pricing page visits. Prime developer-led growth target.",30,true
L1164,tier3,40,Head of MLOps at a food and beverage company with trial spikes and multiple campaign responses. Excellent technical title offset by traditional industry.,20,true
L2308,tier2,50,ML Engineer at an AI/ML software company. Marked as closed-lost/churned in Salesforce despite good technical title and company fit.,5,true
L1418,tier3,75,Head of Platform at a travel company with an open opportunity and high campaign engagement. Strong decision-maker value.,55,false
L1325,suppress,0,Identified as a competitor domain. Rightly suppressed to prevent intelligence or data leaks.,,true
L1728,tier1,95,"CTO at an AI/ML software company with maximum intent, surging signals, funding, and pricing page visits. Tier 1 sales queue priority.",5,true
L2656,tier3,10,"Missing job title, freemail address, and university affiliation with low intent. High spam/low quality indicator.",10,true
L1693,tier3,30,"Accountant at an AI/ML software company with high intent signals. Pricing page visits are present, but the accounting role limits technical purchasing power.",10,true
L1789,tier3,25,Missing job title at an AI company with no response history across campaigns and low intent.,5,true
L1423,tier2,60,SRE at a software company with campaign engagement and trial spikes. Good technical fit for cloud infrastructure.,5,true
L1725,tier2,80,"CTO at a company with extremely high intent score and surging signals. Despite missing industry metadata, executive title and surging behavior make this a top priority.",25,true
L1759,tier2,70,Senior Software Engineer at an AI/ML startup with trial spikes and funding. Strong technical fit despite closed-lost CRM status.,15,true
L1609,tier2,88,"VP of Engineering at an AI/ML software company with high intent, pricing page visits, and trial spikes. Ideal executive target.",33,false
L2613,tier3,15,Hobbyist title at a university. Low intent and educational context point to minimal commercial opportunity.,5,true
L1886,tier2,65,Research Scientist at a software company. Strong technical contributor role for AI model training workloads.,10,true
L2330,tier3,20,"Undergraduate student at an AI company. Despite pricing page views, academic status reduces near-term commercial viability.",0,true
L2816,tier3,40,Project Manager at an AI/ML software company with high intent and hiring signals. Supporting role rather than technical buyer.,20,true
L2184,tier2,85,VP of AI Infrastructure at a small AI/ML software company. Perfect decision-maker title and industry alignment despite current low intent score.,30,true
L2494,tier2,75,Staff Engineer at an unverified company with high intent signals including competitor churn and hiring for ML roles. Strong technical fit despite freemail.,20,true
L1571,tier2,60,Senior Data Scientist at a small software company showing competitor churn and pricing page visits. Decent fit for self-serve or nurture.,5,true
L1690,tier2,45,Research Engineer in AI/ML software using freemail with low internal intent. Lower immediate conversion potential.,10,true
L1806,tier2,30,Software engineer at a tiny AI startup with very low intent and freemail. Unlikely to be a near-term high-value opportunity.,25,true
L1577,tier2,85,Deep Learning Engineer at an enterprise-scale software company who is already an existing customer. High value target.,30,true
L2589,tier3,40,"CTO at a fitness studio using freemail. Although they have ML hiring and churn signals, fitness is non-core for GPU cloud infrastructure.",20,true
L2731,tier3,20,Missing job title at a dental healthcare company. Low relevance for Runpod's AI infrastructure.,0,true
L2422,tier1,92,"Director of Platform Engineering at a large software company with very high surging intent, competitor churn, and pricing page visits. Despite being churned previously, this is a prime sales lead.",2,true
L2349,tier2,48,Computer Vision Engineer at a mid-sized software company using freemail with low intent. Moderate potential.,7,true
L1718,tier2,65,Founder at an unverified company with ML hiring signals. Decision-maker title elevates potential.,10,true
L1358,tier2,90,MLOps Engineer at an enterprise company exhibiting a major GPU usage trial spike and surging intent. Excellent near-term opportunity.,35,false
L2384,tier2,62,"VP of AI Infrastructure with strong title seniority and funding/competitor churn signals, but missing company details.",7,true
L1931,tier2,78,Head of Platform at Voxel Dynamics with good intent signals and prior campaign engagement. Strong candidate for sales routing.,23,true
L2643,tier2,55,MLOps Engineer at an AI/ML software company with low initial intent. Solid technical fit for self-serve.,0,true
L1076,tier1,88,CTO at a large AI/ML software company with GPU usage trial spikes and funding signals. Prime sales target.,2,true
L2356,tier3,25,PhD Student at an educational institution using freemail. Likely academic usage rather than high-volume commercial expansion.,5,true
L2104,tier3,15,Social Media Manager at an AI company. Non-technical role unlikely to drive infrastructure purchasing decisions.,5,true
L2145,tier2,58,Backend Engineer at an unverified company with moderate intent. Standard technical lead.,3,true
L2469,tier3,10,Project Manager with missing company and low intent. Poor fit for AI cloud infrastructure.,10,true
L1314,tier3,5,Executive Assistant at a bakery. Complete mismatch for Runpod products.,15,true
L1780,tier2,60,Software Engineer at Finetune Labs with previous campaign interaction history. Good candidate for self-serve/nurture.,5,true
L1316,tier2,52,SRE at an AI/ML software startup. Strong technical role but low intent score currently.,3,true
L2124,tier2,35,"Platform Engineer at a nail salon with extremely high intent and trial spikes, but marked with email opt-out, DNC flag, and potential mismatch in industry name.",20,true
L1178,tier3,45,"Senior Software Engineer at a real estate firm showing surging intent and docs traffic. Real estate occasionally builds internal AI models, but lower priority than core AI companies.",25,true
L1422,tier2,94,"Sr. Data Scientist at Voxel Dynamics with massive surging intent, GPU trial spikes, and increased docs traffic. Outstanding sales opportunity.",39,false
L1065,tier2,68,Applied Scientist at an AI/ML software firm with solid intent and ML hiring signals. Strong nurture/self-serve target.,13,true
L2068,tier2,62,NLP Engineer at Lumina ML using freemail with medium intent and previous churned status in CRM. Good technical fit but needs re-engagement.,7,true
L1286,tier2,95,"Head of MLOps with high intent, surging signals, and an open opportunity already in CRM. Top priority sales queue lead.",40,false
L2634,tier3,45,"Missing job title at an institute of technology using freemail, despite high intent and surging infrastructure signals. Likely academic research group.",25,true
L2605,tier3,70,"Missing job title at Cascade AI, but exhibits max intent score of 99 with GPU trial spikes and funding rounds. High potential despite lack of title.",50,false
L1677,tier3,25,"High intent score and surging signals at a non-tech food and beverage company, but title and company profile suggest it is unlikely to be a primary GPU infrastructure buyer.",5,true
L1972,tier2,65,Senior software engineer at an AI/ML company showing intent signals like pricing page visits and competitor churn.,10,true
L1397,tier2,60,Platform engineer at an AI/ML startup with recent funding and competitor churn signals.,5,true
L2758,tier3,10,"Marketing manager with multiple opt-out and DNC flags, plus explicit email suppression.",10,true
L2552,tier3,15,Graduate student using a freemail address with low intent signals.,5,true
L2246,tier2,50,"Head of AI at a software company, but intent is very low.",5,true
L2159,tier2,88,"Chief AI Officer with high surging intent, competitor churn, and GPU trial spikes.",33,false
L2749,tier2,45,Head of MLOps at TensorLoop using a freemail address and low intent.,10,true
L1220,tier2,75,Co-founder at an AI research company with solid intent signals.,20,true
L2147,tier3,20,"Sales Development Representative at a software company, not a technical buyer.",0,true
L1098,tier1,92,CTO at TensorLoop showing strong GPU usage trial spike and high pricing page engagement.,2,true
L1153,tier1,95,Founder & CEO of Opsfleet with extreme internal intent and strong campaign engagement.,5,true
L2163,tier3,10,Hobbyist at an institute of technology.,10,true
L2594,tier3,40,"Strong intent and conversion status, but missing job title creates qualification uncertainty.",20,true
L1924,tier3,45,"High intent and surging signals, but marked as closed lost and missing a job title.",25,true
L2199,tier3,20,Low intent and missing job title at tensorloop.,0,true
L1485,tier3,15,HR Manager using a freemail address with low intent.,5,true
L2170,tier3,10,Undergraduate student at a polytechnic.,10,true
L1640,tier1,85,VP of Engineering at Pipeline Labs with solid medium-high intent and competitor churn signals.,5,true
L2702,tier2,70,Senior Data Scientist at TensorLoop showing good engagement and pricing page visits.,15,true
L1715,tier3,55,"High intent and open opportunity, but missing a job title and using a proton.me address.",35,false
L1842,tier3,15,HR Manager at an insurance company with low intent.,5,true
L1791,tier1,80,Head of Engineering at Promptline with surging intent and funding signals.,10,true
L2660,tier3,10,Undergraduate student with low intent.,10,true
L1069,tier2,60,AI Engineer at a dental group showing strong GPU trial spikes and doc traffic.,5,true
L2189,tier2,50,Software engineer at a large software enterprise with low intent.,5,true
L1189,tier3,10,Student on an .edu domain with opt-out flags.,10,true
L2453,tier2,75,MLOps Engineer at Finetune Labs with strong surging intent and recent funding.,20,true
L2516,tier3,25,"Account Executive at an AI software company, not an infrastructure decision-maker.",5,true
L2289,tier3,30,"Freelancer at an educational institution showing some intent, but ambiguous profile fit.",10,true
L2423,tier3,5,"Executive assistant with a freemail address, email opt-out, and DNC flag set. Although intent shows high hiring for ML roles, this lead is non-technical and completely unaligned.",15,true
L2505,tier2,65,"Senior ML Engineer at an AI/ML software company. Despite low intent score, the title and company profile make this a solid technical developer-led growth opportunity.",10,true
L1456,tier3,10,Sales Development Representative at a dental group. High intent and engagement signals are likely noise or generated by other evaluation efforts within the account.,10,true
L1259,tier3,30,"Accountant at an AI/ML software company with high intent and GPU usage trial spikes. While the company profile is relevant, the individual is non-technical and uses a freemail address.",10,true
L1240,tier3,25,Director of AI at a food and beverage company. High title seniority but outside the core software/AI target industry.,5,true
L2486,tier3,35,VP Data & AI at an AI/ML software company. Low intent score and competitor tool churn signal suggest low near-term conversion despite the senior title.,15,true
L1799,tier3,15,Advisor at an insurance company. Low intent score and traditional industry make this a poor fit for GPU infrastructure.,5,true
L1897,tier3,10,Business Analyst at a churned/closed account with low intent score and non-technical role.,10,true
L1956,tier2,90,"VP of AI Infrastructure at an AI/ML software company with high intent, surging activity, GPU usage trial spikes, and increased documentation traffic.",35,false
L1295,tier3,40,Enthusiast at a state university (.edu domain) with medium intent and GPU usage trial spike. Educational profile limits near-term paid conversion potential.,20,true
L2764,tier3,35,Accountant at an AI/ML health company showing strong intent and competitor churn signals. High intent is offset by a completely non-technical role.,15,true
L1608,tier2,85,"Senior Software Engineer at an AI/ML software company with high intent, surging activity, and competitor tool churn signal. Excellent fit for product-led growth.",30,true
L1566,tier2,20,Advisor at Opsfleet (Software) with low intent and closed-lost CRM status. Likely a dead opportunity despite software industry alignment.,35,false
L1763,tier3,10,"Lead has a missing job title, email opt-out, DNC flag, and is marked as churned in CRM, despite working at an AI/ML company.",10,true
L1108,tier2,80,Senior Software Engineer at an AI/ML software company with medium-high intent and competitor tool churn signal.,25,true
L2738,tier2,80,Senior Software Engineer at an AI/ML software company with positive intent signals including competitor tool churn and pricing page visits.,25,true
L2096,tier3,10,Social Media Manager at LedgerWorks with very low intent score. Non-technical role.,10,true
L2132,tier2,75,"Deep Learning Engineer at an AI/ML software company. Strong technical alignment, though intent score is currently low.",20,true
L1116,tier3,10,"Operations Manager at a marketing company with closed lost status, email opt-out, and DNC flag set.",10,true
L1734,tier3,25,Recruiter at Summit Dental Group. High intent signals are likely driven by recruiting or other non-infra activity within the account.,5,true
L1831,tier3,50,"Missing job title at an AI/ML software company using a freemail address, but shows good engagement and intent signals like GPU trial spikes.",30,true
L1873,tier2,70,Data Scientist at a large enterprise company with high intent and surging activity including recent funding rounds and documentation traffic.,15,true
L1219,tier2,85,"DevOps Engineer at Orbital Mind (AI/ML software) with high surging intent, increased docs traffic, and GPU usage trial spike.",30,true
L1731,tier2,88,"Research Engineer at an AI-focused company with very high intent (95), surging activity, and GPU usage trial spikes.",33,false
L2038,tier2,75,NLP Engineer at Signalfold with medium intent and recent GPU usage trial spike. Excellent technical fit.,20,true
L2010,tier2,80,Software Engineer at EmbedIQ (AI/ML software) with converted CRM status and competitor tool churn signals.,25,true
L1950,tier2,60,"Head of AI with a senior decision-maker title, but company details are completely missing and intent score is low.",5,true
L1185,tier3,5,Missing title at a nail salon with very low intent score. Completely irrelevant for AI cloud infrastructure.,15,true
L2703,tier3,15,Financial Analyst at a paytrellis with low intent score and non-technical role.,5,true
L2512,tier1,95,Founder at Lumina ML (AI/ML software company) with high surging intent and GPU usage trial spikes. Prime sales target.,5,true
L2107,tier2,55,"ML Engineer with a competitor churn signal, but sparse company data and unverifiable industry present risks.",0,true
L2853,tier3,30,"Student at an institute of technology. High intent and open opportunity, but academic domain makes them a poor fit for near-term revenue.",10,true
L1729,tier2,88,"AI Engineer at Software company showing strong intent, surging footprint, and competitor churn signals.",33,false
L2654,tier3,25,Consultant in insurance industry. Medium intent signals but low relevance for GPU infrastructure.,5,true
L2364,tier2,92,"Existing customer contact with high intent, surging metrics, and competitor churn indicators.",37,false
L1903,tier2,40,"Computer Vision Engineer with open opportunity in CRM, but very low intent score and missing company profile details.",15,true
L1077,tier3,10,"Freelancer using a freemail address, churned status, and education industry background.",10,true
L1362,tier3,45,"SDR role at Apptide with high intent and funding signals, but sales role limits technical relevance.",25,true
L2695,tier3,20,ML engineer at a bakery using a freemail address. High intent signals are likely noise or irrelevant use-case.,0,true
L2521,tier2,75,"Deep Learning Engineer with surging intent and hiring signals, despite missing firmographics.",20,true
L2739,tier2,60,"Research Scientist at AgentStack. Technical IC role aligns well, though current intent is low.",5,true
L1965,tier2,65,Indie hacker in AI/ML software. High potential user for PLG despite ambiguous title.,10,true
L1367,tier2,80,Director of Machine Learning with decision-making authority and GPU usage trial spike.,25,true
L2568,tier3,35,"Director of Machine Learning in automotive industry. Good seniority and intent, but traditional industry limits immediate fit compared to native AI.",15,true
L2566,tier3,5,Student role with email opt-out and DNC flags set.,15,true
L1622,tier3,30,Customer Success Manager in AI software. Non-technical role reduces near-term sales conversion probability.,10,true
L2382,tier2,85,"Research Scientist at Modelry with high intent, surging footprint, and competitor churn signal.",30,true
L1103,tier2,50,Advisor role with medium intent. Ambiguous seniority level makes immediate sales qualification moderate.,5,true
L1160,tier3,20,Missing job title and unqualified status in CRM despite medium pricing page intent.,0,true
L1885,tier2,50,"Platform Engineer with closed-lost history, but shows trial spike and ML hiring intent signals.",5,true
L2106,tier3,30,Financial analyst with high intent signals; likely evaluating infrastructure spend rather than deploying models.,10,true
L2016,tier3,40,"Managing Partner at an AI company. Senior executive who may be a buyer, but non-technical role and low intent limit score.",20,true
L1750,tier3,35,Sales Development Rep at cloudspan. Non-technical role reduces fit.,15,true
L1343,tier3,30,Managing Partner at a marketing agency. Non-technical role and industry reduce infrastructure relevance.,10,true
L1172,tier3,15,Consultant with low intent score and sparse company details.,5,true
L1278,tier3,25,Social media manager in landscaping services. Low technical and industry fit.,5,true
L1244,tier2,75,Software Engineer at Corticon AI. Good technical IC fit with solid intent signals.,20,true
L1996,tier3,60,"High intent score and pricing page visits, but missing job title presents uncertainty.",40,false
L2669,tier2,65,"ML Engineer at DataBarn. Strong technical fit, though low current intent score.",10,true
L2536,tier2,85,Co-Founder & CTO at an AI startup. Excellent decision-maker seniority and technical relevance.,30,true
L2030,tier2,45,"Technical SWE at an AI/ML company with low intent and freemail, making them a moderate nurture opportunity.",10,true
L1984,suppress,10,"Software engineer at a competitor cloud company, correctly flagged for suppression despite moderate intent.",,true
L1522,tier3,30,"Managing partner using freemail at a general software company showing decent intent, but non-technical role reduces product fit.",10,true
L1627,tier2,50,"Deep learning engineer at a large unverified industry company, low intent but strong technical alignment.",5,true
L2481,tier2,55,"Independent consultant in AI/ML software with medium intent and competitor churn signal, decent self-serve potential.",0,true
L2476,tier2,82,"Platform engineer with high surging intent, trial spike, and past campaign engagement from an existing contact record.",27,true
L2232,tier2,88,"ML engineer at a small AI/ML startup with very high surging intent, funding, and competitor churn signals.",33,false
L1008,tier2,85,"VP of AI Infrastructure with high intent, surging trial spike, and positive past engagement, despite missing company metadata.",30,true
L1466,tier3,15,MS student using outlook from an education institution; high intent signals likely reflect academic research rather than enterprise sales.,5,true
L2852,tier2,52,Senior ML engineer at PayTrellis with low intent but good technical fit for self-serve.,3,true
L1454,tier3,5,Sales development rep at a healthcare company with low intent; poor fit for GPU infrastructure.,15,true
L1395,tier3,12,"Executive assistant at a software company, non-technical role with low intent.",8,true
L1771,tier1,90,"CTO at a surging AI/ML software company with high intent, recent funding, and pricing page visits.",0,true
L2523,tier2,60,"CTO at a tiny AI/ML startup, strong title and industry but low current intent score.",5,true
L1461,tier2,75,"ML engineer with high surging intent and trial spike, despite freemail and unverified company profile.",20,true
L1942,tier2,48,DevOps engineer at a small AI/ML company with low intent; standard nurture candidate.,7,true
L1166,tier3,35,Missing job title at an AI/ML company with moderate intent; sparse lead data limits targeting confidence.,15,true
L1066,tier3,20,Academic postdoc at a university using freemail; traffic likely academic research rather than enterprise purchase.,0,true
L1402,tier3,10,Builder title with very low intent at a software company.,10,true
L1568,tier2,65,Machine learning engineer at an AI/ML company with medium intent and pricing page visits.,10,true
L1304,tier2,45,"Existing cohort ML engineer with moderate intent, but sparse firmographic details.",10,true
L1597,tier3,40,Director of AI at a fitness studio using freemail; decision-maker title but mismatched industry context.,20,true
L1380,tier3,5,Student at a polytechnic institute with an educational domain and closed-lost history.,15,true
L1442,tier2,70,Research engineer at an AI/ML software company showing high surging intent and trial spikes despite freemail.,15,true
L2158,tier3,25,Executive assistant at a marketing agency with extremely high intent; likely researching on behalf of leadership or evaluating auxiliary tools.,5,true
L2547,tier1,60,"Co-founder at a software company with low intent, but active DNC/opt-out flags require sales caution.",30,true
L2679,tier3,20,Enthusiast title at an institute of technology with an educational domain.,0,true
L2576,tier1,78,"CTO at a surging AI/ML software startup with high decision-maker authority, despite personal email usage.",12,true
L2686,tier3,30,"Missing job title at an AI/ML startup using freemail, limiting intent context.",10,true
L2283,tier1,82,Head of Platform at an AI/ML software company with high surging intent and competitor churn signals.,8,true
L1203,tier2,75,"High intent score with recent funding and expanded infrastructure footprint, combined with an MLOps title. Strong candidate despite unverifiable exact industry.",20,true
L2234,tier2,40,"Technical IC at an AI/ML company, but intent signals are very low and company size is missing.",15,true
L1582,tier3,15,"Non-technical role (Account Executive) at a fitness studio using a freemail address. Despite a GPU trial spike intent signal, this is likely an outlier or misconfigured tracking.",5,true
L1385,tier2,45,"Applied Scientist at an AI/ML company. Intent is low right now, but technical relevance makes them a decent nurture candidate.",10,true
L1401,tier3,20,"Customer Success Manager in Travel using freemail. Despite some campaign engagement, role is non-technical and poor fit for GPU cloud.",0,true
L1633,tier2,82,"Research Engineer with high intent, surging activity, competitor churn signal, and active hiring for ML roles. Excellent near-term opportunity.",27,true
L1386,tier1,95,"Co-founder at an AI/ML software company with multiple high-intent signals (pricing views, competitor churn, infra expansion) and strong campaign engagement. Perfect tier 1 target.",5,true
L1654,tier3,10,"PhD Student at an academic institution (.edu domain). While there is an open opportunity, academic accounts are typically lower-monetization self-serve or grant-funded.",10,true
L2694,tier1,50,"CTO at an AI/ML company, but CRM notes show them as churned/unqualified and low intent. Elevated risk despite strong title.",40,false
L2626,tier2,35,"ML Engineer at a large software company, but marked as churned in CRM with low-to-medium intent.",20,true
L1389,tier1,88,"Fractional CTO with high surging intent (docs, pricing) at an AI/ML company. Uses freemail but identity resolved with high confidence.",2,true
L1523,tier3,25,Financial Analyst in construction using freemail. High intent signals are likely noise or attributed incorrectly to the account.,5,true
L2575,tier2,85,"Head of Machine Learning at an AI/ML startup with high intent, surging GPU trials, and increased documentation traffic.",30,true
L2729,tier2,60,"Co-Founder & CTO with decision-maker authority, though current intent score is low.",5,true
L1277,tier2,55,NLP Engineer at an AI/ML company with medium intent and recent funding. Solid technical fit for nurture.,0,true
L2869,tier3,10,Student at a polytechnic institute with academic domain. Low intent and educational context.,10,true
L2582,tier3,5,Freelancer with DNC flag and email opt-out set to true in HubSpot. High compliance risk; should be suppressed.,15,true
L2338,tier2,70,"Senior Data Scientist with very high intent (94), surging competitor churn signals, and funding. Company industry is unverifiable but technical profile is strong.",15,true
L2018,tier3,15,Operations Manager at a fitness studio. Non-technical role with no relevant industry fit for AI infrastructure.,5,true
L2595,tier2,92,"Chief AI Officer at an AI/ML startup with high intent, surging signals, competitor churn, and GPU trial spikes. Prime sales opportunity.",37,false
L2604,tier3,20,Missing job title and low intent score. Hard to qualify effectively.,0,true
L1372,tier1,50,"Head of Data Science at an AI/ML company with decision-maker title, but uses personal email and has very low intent.",40,false
L1554,tier3,15,Postdoc in an educational institution with low intent. Better suited for self-serve or academic programs.,5,true
L2827,tier3,15,Hobbyist using freemail with no company association. Unlikely to be a commercial sales opportunity.,5,true
L2824,tier2,45,ML Engineer at a large enterprise company with low intent. Standard technical IC profile.,10,true
L1192,tier2,80,"Software Engineer at an AI/ML company with high intent, surging signals, and positive campaign responses.",25,true
L2603,tier2,40,Software Engineer at a software company with low intent signals and missing company size.,15,true
L2185,tier3,30,"Data Scientist in the insurance industry. Technical role, but outside core AI/ML software vertical and low intent.",10,true
L2155,tier1,90,Founder/CEO at an AI/ML software company with strong campaign engagement and medium-high intent signals.,0,true
L2546,tier2,45,"Head of Engineering at a dental group. Senior technical title, but mismatched traditional industry with medium intent.",10,true
L1710,tier2,25,Advisor title at a very small AI company with low intent and only slight docs traffic.,30,true
L2072,tier2,40,"AI Engineer is a solid technical persona, but company size/industry is blank and intent is minimal.",15,true
L1125,tier2,85,High intent score with surging competitor churn signal and increased docs traffic from an NLP engineer.,30,true
L1205,tier1,75,Head of MLOps at an AI software company showing a GPU usage trial spike and competitor churn signal.,15,true
L1757,tier2,25,"Advisor title with moderate internal intent, but ambiguous seniority.",30,true
L1576,tier3,10,"Missing job title from a university, very low intent.",10,true
L2081,tier1,70,"Head of Engineering at an AI/ML software startup, though using a personal email.",20,true
L2596,tier2,80,Founder/CEO of an AI software company with high surging intent and GPU trial spike.,25,true
L1326,tier2,45,"Platform engineer previously closed lost in Salesforce, showing some recent pricing page and hiring intent.",10,true
L2262,tier3,5,"Hobbyist title from a university domain, negligible commercial opportunity.",15,true
L1368,tier2,35,"Deep Learning Engineer at a small AI lab, low intent score.",20,true
L2886,tier3,15,Office manager is a non-technical role despite competitor churn intent signals at the account level.,5,true
L2393,tier3,20,"Head of Engineering with high intent signals, but company is in Construction, not AI/ML.",0,true
L2647,tier1,65,"Founder/CEO at a large software company, though intent score is currently low.",25,true
L1943,tier2,40,"ML Engineer with missing company and industry, though account shows ML hiring and competitor churn signals.",15,true
L1388,tier2,30,"MLOps engineer at a mid-sized AI software company, but low intent.",25,true
L2573,tier3,15,Missing job title at an AI startup with low intent.,5,true
L2088,tier2,55,DevOps engineer at a software firm with medium intent and expanded infra footprint.,0,true
L1002,tier2,60,"SVP Engineering and existing customer in HubSpot, though company details are missing.",5,true
L1199,tier3,10,"Accountant at a bakery with no technical alignment, despite high random intent signals.",10,true
L1327,tier3,30,"Software engineer at a fitness company with open opportunity, but outside the core AI/ML ICP.",10,true
L1764,tier2,40,"NLP engineer using a personal freemail address, unverified firmographics.",15,true
L1464,tier1,70,Head of Data Science at an AI software company with prior campaign engagement.,20,true
L2490,tier2,65,Founder at an early-stage AI software company with an open opportunity in Salesforce.,10,true
L1934,tier2,35,DevOps engineer at a large AI software company with low intent.,20,true
L2673,tier3,10,"PhD student using a freemail address, academic background.",10,true
L2138,tier2,45,MLOps engineer at an AI software enterprise with an open deal in HubSpot.,10,true
L2141,tier2,45,Head of Data Science with missing company information.,10,true
L2238,tier2,35,"Infrastructure engineer at an AI company, but low intent.",20,true
L2325,tier2,45,Senior Software Engineer at an unverified company with medium intent.,10,true
L1481,tier3,25,Non-technical job title at a large software company with only low intent signals.,5,true
L1331,tier3,5,"Irrelevant industry (Beauty), non-technical role, churned status, and email opt-out / DNC flags.",15,true
L1484,tier3,10,"Fitness industry, non-technical title, email opt-out, and DNC flag present.",10,true
L1880,tier3,15,Missing job title and using freemail domain with low intent.,5,true
L1107,tier3,30,Managing partner at an unknown industry small lab with low intent.,10,true
L1101,tier2,95,"Director of Machine Learning with high surging intent, GPU usage trial spike, and open Salesforce opportunity.",40,false
L1978,tier3,15,Office manager role despite high intent signals at the account level.,5,true
L1444,tier3,20,"CTO role, but company is in the Beauty industry rather than AI/ML or software.",0,true
L1708,tier3,25,Technical role in a marketing agency using freemail.,5,true
L1990,tier2,60,Computer Vision engineer at an AI/ML software company using freemail.,5,true
L2228,tier1,95,Head of ML at an AI/ML company showing strong surging intent and trial spikes.,5,true
L2553,tier3,10,"Project manager in healthcare, existing customer context with no technical alignment.",10,true
L1610,tier2,55,DevOps engineer with missing company profile details.,0,true
L1911,tier3,35,PhD candidate at an academic institution showing high intent spikes.,15,true
L2416,tier1,85,Head of Machine Learning at a software company with strong medium-high intent.,5,true
L1300,tier2,65,Software engineer at PayTrellis using freemail.,10,true
L1933,tier2,40,"Staff engineer with churned status, email opt-out, and DNC flags.",15,true
L1370,tier2,70,Infrastructure engineer at Loopware with GPU trial spike signals.,15,true
L2652,tier3,5,Accountant in real estate with very low intent.,15,true
L1973,tier1,90,SVP Engineering at an AI/ML software company with competitor churn and hiring signals.,0,true
L2452,tier3,20,Missing job title at a large software company.,0,true
L2511,tier2,60,"Computer vision engineer with high intent, but has an email opt-out and DNC flag.",5,true
L2324,tier2,65,DevOps engineer responding to serverless launch campaign with positive intent.,10,true
L2506,tier2,80,MLOps engineer at an AI/ML software company with high surging intent and GPU trial spikes.,25,true
L1432,tier3,85,VP Data & AI with maximum intent score and surging signals; misclassified as tier3 by deterministic rules due to title string parsing.,65,false
L2316,tier3,15,Missing job title using freemail at a fitness company.,5,true
L1417,tier2,70,Data scientist at Cloudspan with medium intent and competitor churn signals.,15,true
L2366,tier3,25,Operations manager in automotive despite campaign engagement.,5,true
L2653,tier3,10,Financial analyst using freemail without a company.,10,true
L2513,tier3,20,Office manager using freemail at a software company despite high account-level intent.,0,true
L1237,tier3,5,Non-technical content writer role with opt-out status and DNC flag set in Salesforce. Low sales potential.,15,true
L2489,tier2,40,"SRE at a software company using a freemail address. Low intent score, but technical role in an appropriate sector.",15,true
L1311,tier2,88,"Machine Learning Engineer at a large software company showing high surging intent, docs traffic, and pricing page visits.",33,false
L2788,tier2,15,"CEO at Disney with missing company size, country, and industry data. Likely low relevance or test data submission.",40,false
L1250,tier3,20,"Technologist with an opted-out email and DNC flag. Despite positive engagement history, cannot be contacted.",0,true
L1904,tier1,75,"Director of Platform Engineering at a software company. High seniority and relevant title, despite low current intent score.",15,true
L2402,tier3,10,"Sales Development Rep at an AI/ML software company. Non-technical role, unlikely to be a purchaser of GPU cloud infrastructure.",10,true
L1991,tier2,45,Sr. Data Scientist using freemail with missing company information. Strong technical profile but sparse corporate context.,10,true
L2355,tier2,78,Head of AI at a small AI/ML startup with active campaign responses and medium intent. Strong fit despite email opt-out in SF.,23,true
L1999,tier2,82,Machine Learning Engineer with an open opportunity already in Salesforce. Excellent target profile with active interest.,27,true
L1440,tier2,60,Computer Vision Engineer at a small company with a GPU usage trial spike. Highly relevant technical use case.,5,true
L1449,tier3,30,PhD student at a university showing high intent and surging signals. Academic use case rather than immediate enterprise commercial deal.,10,true
L2080,tier2,85,"Staff Engineer showing high intent, surging docs traffic, and a GPU usage trial spike. Excellent PLG target.",30,true
L1534,tier1,90,Head of MLOps at a mid-sized software company with strong intent and active HubSpot record. Prime tier 1 sales target.,0,true
L1697,tier2,50,"Platform Engineer using a Yahoo freemail address. Decent firmographics and intent, but freemail lowers confidence.",5,true
