lead_id,deterministic_tier,routing_decision,needs_review,review_reasons
L1933,tier2,human_review,true,technical IC title but company/industry unverifiable
L1370,tier2,nurture,false,
L2652,tier3,human_review,true,EU / Consent Verification Needed
L1973,tier1,sales_queue,false,
L2452,tier3,human_review,true,missing job title
L2511,tier2,nurture,false,
L2324,tier2,human_review,true,technical IC title but company/industry unverifiable
L2506,tier2,nurture,false,
L1432,tier3,human_review,true,Score divergence: deterministic vs. probabilistic
L2316,tier3,human_review,true,missing job title
L1417,tier2,human_review,true,technical IC title but company/industry unverifiable
L2366,tier3,self_serve_newsletter,false,
L2653,tier3,self_serve_newsletter,false,
L2513,tier3,self_serve_newsletter,false,
L1237,tier3,self_serve_newsletter,false,
L2489,tier2,nurture,false,
L1311,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L2788,tier2,human_review,true,decision-maker title but company missing or unverifiable | Score divergence: deterministic vs. probabilistic
L1250,tier3,self_serve_newsletter,false,
L1904,tier1,sales_queue,false,
L2402,tier3,self_serve_newsletter,false,
L1991,tier2,human_review,true,technical IC title but company/industry unverifiable
L2355,tier2,nurture,false,
L1999,tier2,nurture,false,
L1440,tier2,human_review,true,technical IC title but company/industry unverifiable
L1449,tier3,self_serve_newsletter,false,
L2080,tier2,human_review,true,technical IC title but company/industry unverifiable
L1534,tier1,sales_queue,false,
L1697,tier2,human_review,true,technical IC title but company/industry unverifiable
L2023,tier2,human_review,true,ambiguous title defaults to Tier 2 for human review
L2265,tier3,self_serve_newsletter,false,
L1895,tier2,nurture,false,
L1459,tier3,self_serve_newsletter,false,
L2529,tier1,sales_queue,false,
L2221,tier3,self_serve_newsletter,false,
L1487,tier3,self_serve_newsletter,false,
L1157,tier3,self_serve_newsletter,false,
L1318,tier3,self_serve_newsletter,false,
L2143,tier2,nurture,false,
L2524,tier3,self_serve_newsletter,false,
L1169,tier3,human_review,true,Score divergence: deterministic vs. probabilistic
L1488,tier2,nurture,false,
L1513,tier3,self_serve_newsletter,false,
L1051,tier3,self_serve_newsletter,false,
L1470,tier3,human_review,true,missing job title
L2251,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L1036,tier2,human_review,true,technical IC title but company/industry unverifiable
L2381,tier2,human_review,true,technical IC title but company/industry unverifiable
L2723,tier3,self_serve_newsletter,false,
L1611,tier3,self_serve_newsletter,false,
L1807,tier2,human_review,true,technical IC title but company/industry unverifiable
L2094,tier3,self_serve_newsletter,false,
L2688,tier2,human_review,true,technical IC title but company/industry unverifiable
L2909,tier2,human_review,true,technical IC title but company/industry unverifiable
L1650,tier2,nurture,false,
L2587,tier3,self_serve_newsletter,false,
L2535,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1599,suppress,suppressed,false,
L1140,tier2,nurture,false,
L2059,tier3,self_serve_newsletter,false,
L1634,tier3,human_review,true,missing job title
L2560,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L1744,tier2,human_review,true,technical IC title but company/industry unverifiable
L1862,tier3,self_serve_newsletter,false,
L1625,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1530,tier3,self_serve_newsletter,false,
L1617,tier3,self_serve_newsletter,false,
L1581,tier2,human_review,true,technical IC title but company/industry unverifiable | Score divergence: deterministic vs. probabilistic
L1207,tier3,human_review,true,missing job title | Score divergence: deterministic vs. probabilistic
L1667,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1787,tier3,self_serve_newsletter,false,
L1539,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L1004,tier2,human_review,true,ambiguous title defaults to Tier 2 for human review
L2202,tier2,human_review,true,technical IC title but company/industry unverifiable | Score divergence: deterministic vs. probabilistic
L1527,tier2,nurture,false,
L2166,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L2644,tier1,sales_queue,false,
L1844,tier2,nurture,false,
L1739,tier1,sales_queue,false,
L1221,tier2,human_review,true,ambiguous title defaults to Tier 2 for human review
L1258,tier2,nurture,false,
L1628,tier1,human_review,true,EU / Consent Verification Needed
L1514,tier2,nurture,false,
L2569,tier2,human_review,true,EU / Consent Verification Needed
L1592,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1113,tier2,nurture,false,
L2538,tier3,self_serve_newsletter,false,
L1301,tier3,self_serve_newsletter,false,
L2730,tier3,self_serve_newsletter,false,
L2548,tier2,nurture,false,
L1721,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1289,tier2,nurture,false,
L1900,tier3,self_serve_newsletter,false,
L2217,tier3,self_serve_newsletter,false,
L1570,tier3,human_review,true,EU / Consent Verification Needed
L2642,tier1,sales_queue,false,
L2519,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1557,tier3,human_review,true,missing job title
L1730,tier3,self_serve_newsletter,false,
L1526,tier3,self_serve_newsletter,false,
L2216,tier2,nurture,false,
L2200,tier3,self_serve_newsletter,false,
L2042,tier1,sales_queue,false,
L1585,tier3,human_review,true,missing job title
L2079,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1170,tier2,human_review,true,"decision-maker title, technical company, but company size unverifiable"
L2706,tier2,nurture,false,
L2436,tier1,sales_queue,false,
L2651,tier2,nurture,false,
L1669,tier1,sales_queue,false,
L2188,tier3,self_serve_newsletter,false,
L2705,tier3,self_serve_newsletter,false,
L1773,tier3,self_serve_newsletter,false,
L2241,tier2,nurture,false,
L1525,tier1,sales_queue,false,
L1555,tier3,self_serve_newsletter,false,
L2564,tier2,nurture,false,
L1215,tier3,human_review,true,EU / Consent Verification Needed | Duplicate record with conflicting fields
L2708,tier1,sales_queue,false,
L2297,tier2,human_review,true,technical IC title but company/industry unverifiable
L2440,tier3,self_serve_newsletter,false,
L1682,tier2,nurture,false,
L1503,tier3,self_serve_newsletter,false,
L1239,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1262,tier3,self_serve_newsletter,false,
L1313,tier3,human_review,true,missing job title | Score divergence: deterministic vs. probabilistic
L1797,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1437,tier2,nurture,false,
L1692,tier3,human_review,true,missing job title | Score divergence: deterministic vs. probabilistic
L2303,tier2,nurture,false,
L2304,tier3,self_serve_newsletter,false,
L1583,tier3,self_serve_newsletter,false,
L1887,tier2,nurture,false,
L1774,tier2,human_review,true,technical IC title but company/industry unverifiable
L2678,tier2,nurture,false,
L1021,tier2,human_review,true,technical IC title but company/industry unverifiable
L1549,tier3,self_serve_newsletter,false,
L1272,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1217,tier3,self_serve_newsletter,false,
L1281,tier3,self_serve_newsletter,false,
L2762,tier2,human_review,true,technical IC title but company/industry unverifiable | Score divergence: deterministic vs. probabilistic
L2503,tier3,self_serve_newsletter,false,
L2508,tier3,human_review,true,missing job title | Score divergence: deterministic vs. probabilistic
L1855,tier1,sales_queue,false,
L1110,tier2,human_review,true,decision-maker title but company missing or unverifiable | Score divergence: deterministic vs. probabilistic
L2299,tier3,self_serve_newsletter,false,
L1018,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L1926,tier2,human_review,true,ambiguous title defaults to Tier 2 for human review | Duplicate record with conflicting fields
L1790,tier3,self_serve_newsletter,false,
L2718,tier1,sales_queue,false,
L2579,tier2,human_review,true,EU / Consent Verification Needed
L1360,tier3,self_serve_newsletter,false,
L1828,tier3,self_serve_newsletter,false,
L1590,tier2,nurture,false,
L1754,tier2,human_review,true,technical IC title but company/industry unverifiable
L2133,tier3,human_review,true,missing job title
L1857,tier1,sales_queue,false,
L2711,tier3,self_serve_newsletter,false,
L2599,tier3,self_serve_newsletter,false,
L2256,tier3,self_serve_newsletter,false,
L1320,tier3,self_serve_newsletter,false,
L2741,tier3,self_serve_newsletter,false,
L2287,tier3,human_review,true,Score divergence: deterministic vs. probabilistic
L1168,tier2,nurture,false,
L1097,tier3,self_serve_newsletter,false,
L1333,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1335,tier2,nurture,false,
L2026,tier3,human_review,true,EU / Consent Verification Needed
L1837,tier2,human_review,true,ambiguous title defaults to Tier 2 for human review
L1477,tier1,human_review,true,EU / Consent Verification Needed | personal email but Tier-1 title and company signals
L1236,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L2067,tier2,nurture,false,
L2862,tier2,human_review,true,technical IC title but company/industry unverifiable | Duplicate record with conflicting fields
L2649,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L2498,suppress,suppressed,false,
L2607,tier3,human_review,true,EU / Consent Verification Needed
L1187,tier3,human_review,true,missing job title
L2309,tier2,nurture,false,
L2449,tier2,human_review,true,technical IC title but company/industry unverifiable
L1681,tier3,self_serve_newsletter,false,
L1350,tier3,self_serve_newsletter,false,
L2737,tier3,self_serve_newsletter,false,
L1969,tier3,self_serve_newsletter,false,
L2368,tier2,nurture,false,
L1122,tier2,nurture,false,
L1460,tier2,nurture,false,
L2746,tier3,self_serve_newsletter,false,
L1528,tier3,human_review,true,missing job title
L2580,tier2,nurture,false,
L2767,tier1,human_review,true,personal email but Tier-1 title and company signals
L2918,tier2,human_review,true,technical IC title but company/industry unverifiable
L2013,tier3,self_serve_newsletter,false,
L1489,tier2,human_review,true,technical IC title but company/industry unverifiable
L1196,tier3,human_review,true,missing job title
L2284,tier3,self_serve_newsletter,false,
L2339,tier1,sales_queue,false,
L2105,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L2661,tier3,self_serve_newsletter,false,
L2745,tier2,human_review,true,"decision-maker title, technical company, but company size unverifiable"
L1090,tier3,human_review,true,Score divergence: deterministic vs. probabilistic
L2022,tier3,self_serve_newsletter,false,
L1564,tier1,sales_queue,false,
L1273,tier3,human_review,true,Score divergence: deterministic vs. probabilistic
L1337,tier2,nurture,false,
L1604,tier2,human_review,true,technical IC title but company/industry unverifiable
L2047,tier3,human_review,true,EU / Consent Verification Needed
L1382,tier2,human_review,true,ambiguous title defaults to Tier 2 for human review
L2882,tier2,nurture,false,
L2441,tier1,human_review,true,personal email but Tier-1 title and company signals
L1031,tier2,human_review,true,technical IC title but company/industry unverifiable
L2768,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L2211,tier2,human_review,true,technical IC title but company/industry unverifiable
L2275,tier3,human_review,true,missing job title
L1698,tier1,sales_queue,false,
L2588,tier3,self_serve_newsletter,false,
L1290,tier2,human_review,true,technical IC title but company/industry unverifiable
L2779,tier2,nurture,false,
L1071,tier1,sales_queue,false,
L1229,tier2,human_review,true,ambiguous title defaults to Tier 2 for human review
L1975,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L1724,tier3,self_serve_newsletter,false,
L2646,tier2,nurture,false,
L1524,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L1851,tier2,nurture,false,
L1201,tier3,self_serve_newsletter,false,
L2151,tier2,nurture,false,
L2055,tier3,self_serve_newsletter,false,
L2237,tier2,nurture,false,
L1652,tier2,human_review,true,EU / Consent Verification Needed
L2771,tier3,self_serve_newsletter,false,
L2350,tier3,self_serve_newsletter,false,
L2910,tier2,human_review,true,decision-maker title but company missing or unverifiable | Duplicate record with conflicting fields
L2064,tier2,human_review,true,EU / Consent Verification Needed
L1626,tier1,human_review,true,personal email but Tier-1 title and company signals
L1371,tier2,human_review,true,technical IC title but company/industry unverifiable
L1291,tier3,self_serve_newsletter,false,
L2040,tier2,nurture,false,
L1104,tier3,self_serve_newsletter,false,
L2509,tier3,self_serve_newsletter,false,
L1354,tier3,human_review,true,missing job title
L1353,tier2,nurture,false,
L2383,tier3,human_review,true,missing job title
L1394,tier3,self_serve_newsletter,false,
L1141,tier3,self_serve_newsletter,false,
L2485,tier1,sales_queue,false,
L2050,tier2,nurture,false,
L1084,tier2,nurture,false,
L2323,tier3,human_review,true,missing job title
L2263,tier2,nurture,false,
L2556,tier2,nurture,false,
L2567,tier2,nurture,false,
L2045,tier2,nurture,false,
L2528,tier2,human_review,true,technical IC title but company/industry unverifiable
L1504,tier3,self_serve_newsletter,false,
L1492,tier1,sales_queue,false,
L1853,tier2,human_review,true,ambiguous title defaults to Tier 2 for human review
L2233,tier2,nurture,false,
L1994,tier3,self_serve_newsletter,false,
L2031,tier1,sales_queue,false,
L2003,tier3,self_serve_newsletter,false,
L1297,tier1,human_review,true,Score divergence: deterministic vs. probabilistic
L1202,tier2,human_review,true,decision-maker title but company missing or unverifiable
L2859,tier1,human_review,true,Duplicate record with conflicting fields
L2554,tier2,human_review,true,ambiguous title defaults to Tier 2 for human review
L2752,tier2,nurture,false,
L2371,tier3,human_review,true,missing job title
L1026,tier2,nurture,false,
L1906,tier3,self_serve_newsletter,false,
L2601,tier3,self_serve_newsletter,false,
L1167,tier2,human_review,true,technical IC title but company/industry unverifiable
L2714,tier3,human_review,true,EU / Consent Verification Needed
L1341,tier3,self_serve_newsletter,false,
L1482,tier3,self_serve_newsletter,false,
L1545,tier2,nurture,false,
L1193,tier2,human_review,true,technical IC title but company/industry unverifiable
L1414,tier3,self_serve_newsletter,false,
L1427,tier3,self_serve_newsletter,false,
L2691,tier2,nurture,false,
L2370,tier3,self_serve_newsletter,false,
L1668,tier3,self_serve_newsletter,false,
L2610,tier3,self_serve_newsletter,false,
L1479,tier2,human_review,true,technical IC title but company/industry unverifiable
L1473,tier2,human_review,true,decision-maker title but company missing or unverifiable
L2619,tier1,sales_queue,false,
L1246,tier2,nurture,false,
L1180,tier2,nurture,false,
L2395,tier2,nurture,false,
L2411,tier2,nurture,false,
L2357,tier3,self_serve_newsletter,false,
L2290,tier3,self_serve_newsletter,false,
L1182,tier3,human_review,true,EU / Consent Verification Needed
L2057,tier3,human_review,true,missing job title
L2150,tier3,self_serve_newsletter,false,
L1232,tier3,self_serve_newsletter,false,
L2808,tier1,sales_queue,false,
L2020,tier1,human_review,true,EU / Consent Verification Needed
L2083,tier2,nurture,false,
L2448,tier3,self_serve_newsletter,false,
L2776,tier2,nurture,false,
L2108,tier3,self_serve_newsletter,false,
L2500,tier2,nurture,false,
L1498,tier3,self_serve_newsletter,false,
L1175,tier2,human_review,true,technical IC title but company/industry unverifiable
L2213,tier2,human_review,true,technical IC title but company/industry unverifiable
L1551,tier3,self_serve_newsletter,false,
L2477,tier2,nurture,false,
L2424,tier3,self_serve_newsletter,false,
L2049,tier3,human_review,true,missing job title
L2162,tier3,self_serve_newsletter,false,
L1735,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1977,tier2,nurture,false,
L1419,tier2,human_review,true,technical IC title but company/industry unverifiable
L1411,tier2,nurture,false,
L2353,tier3,human_review,true,EU / Consent Verification Needed
L1709,tier3,self_serve_newsletter,false,
L2152,tier3,self_serve_newsletter,false,
L1399,tier2,human_review,true,technical IC title but company/industry unverifiable
L1536,tier2,human_review,true,EU / Consent Verification Needed | Score divergence: deterministic vs. probabilistic
L2699,tier3,self_serve_newsletter,false,
L1535,tier3,self_serve_newsletter,false,
L2442,tier2,human_review,true,"decision-maker title, technical company, but company size unverifiable | Score divergence: deterministic vs. probabilistic"
L1421,tier1,sales_queue,false,
L1962,tier2,human_review,true,"decision-maker title, technical company, but company size unverifiable"
L2600,tier1,sales_queue,false,
L1685,tier1,sales_queue,false,
L1225,tier3,self_serve_newsletter,false,
L2196,tier3,self_serve_newsletter,false,
L1786,tier2,nurture,false,
L2451,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L2201,tier3,self_serve_newsletter,false,
L1749,tier3,self_serve_newsletter,false,
L1531,tier3,self_serve_newsletter,false,
L2563,tier2,human_review,true,technical IC title but company/industry unverifiable
L2278,tier2,human_review,true,technical IC title but company/industry unverifiable | Score divergence: deterministic vs. probabilistic
L1056,tier2,human_review,true,technical IC title but company/industry unverifiable
L1282,tier3,self_serve_newsletter,false,
L2348,tier3,self_serve_newsletter,false,
L1158,tier3,self_serve_newsletter,false,
L1726,tier3,human_review,true,missing job title
L1462,tier2,human_review,true,technical IC title but company/industry unverifiable
L2458,tier2,human_review,true,"decision-maker title, technical company, but company size unverifiable"
L1348,tier3,self_serve_newsletter,false,
L1023,tier3,self_serve_newsletter,false,
L1040,tier2,human_review,true,technical IC title but company/industry unverifiable
L1255,tier2,human_review,true,technical IC title but company/industry unverifiable
L1870,tier3,human_review,true,missing job title | Score divergence: deterministic vs. probabilistic
L2019,tier2,nurture,false,
L1365,tier1,sales_queue,false,
L2321,tier3,self_serve_newsletter,false,
L2073,tier2,nurture,false,
L1043,tier2,human_review,true,technical IC title but company/industry unverifiable
L1891,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1059,tier3,self_serve_newsletter,false,
L2225,tier2,human_review,true,technical IC title but company/industry unverifiable
L1516,tier2,human_review,true,technical IC title but company/industry unverifiable | Score divergence: deterministic vs. probabilistic
L2376,tier2,nurture,false,
L2780,tier2,human_review,true,decision-maker title but company missing or unverifiable
L2154,tier1,sales_queue,false,
L1796,tier2,nurture,false,
L1768,tier3,human_review,true,missing job title
L1227,tier3,self_serve_newsletter,false,
L2345,tier3,self_serve_newsletter,false,
L2227,tier3,self_serve_newsletter,false,
L1852,tier2,nurture,false,
L1280,tier3,self_serve_newsletter,false,
L2269,tier2,nurture,false,
L2195,tier2,nurture,false,
L1839,tier2,human_review,true,technical IC title but company/industry unverifiable
L2510,tier3,self_serve_newsletter,false,
L1993,tier3,human_review,true,missing job title
L1328,tier3,human_review,true,Duplicate record with conflicting fields
L2103,tier3,self_serve_newsletter,false,
L1747,tier2,human_review,true,decision-maker title but company missing or unverifiable
L2205,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1738,tier3,self_serve_newsletter,false,
L2608,tier2,human_review,true,decision-maker title but company missing or unverifiable
L2231,tier2,nurture,false,
L1778,tier3,self_serve_newsletter,false,
L2736,tier2,nurture,false,
L2140,tier3,self_serve_newsletter,false,
L2615,tier2,nurture,false,
L1538,tier3,self_serve_newsletter,false,
L2110,tier2,nurture,false,
L2674,tier2,human_review,true,technical IC title but company/industry unverifiable
L1352,tier3,self_serve_newsletter,false,
L1206,tier3,self_serve_newsletter,false,
L2672,tier2,human_review,true,decision-maker title but company missing or unverifiable | Score divergence: deterministic vs. probabilistic
L1748,tier3,self_serve_newsletter,false,
L2558,tier2,nurture,false,
L1433,tier2,nurture,false,
L1231,tier2,human_review,true,technical IC title but company/industry unverifiable
L2203,tier2,human_review,true,ambiguous title defaults to Tier 2 for human review
L2374,tier2,human_review,true,ambiguous title defaults to Tier 2 for human review
L1190,tier3,self_serve_newsletter,false,
L1824,tier3,self_serve_newsletter,false,
L2397,tier3,human_review,true,EU / Consent Verification Needed
L1061,tier2,nurture,false,
L2347,tier2,human_review,true,technical IC title but company/industry unverifiable
L1777,tier3,human_review,true,EU / Consent Verification Needed
L2187,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L2606,tier2,human_review,true,technical IC title but company/industry unverifiable
L2697,tier3,self_serve_newsletter,false,
L1907,tier2,nurture,false,
L2871,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L1005,tier2,nurture,false,
L2555,tier2,human_review,true,technical IC title but company/industry unverifiable
L1917,tier2,human_review,true,decision-maker title but company missing or unverifiable
L2710,tier3,self_serve_newsletter,false,
L2893,tier2,nurture,false,
L1938,tier2,nurture,false,
L1420,tier1,sales_queue,false,
L1099,tier2,human_review,true,decision-maker title but company missing or unverifiable
L2242,tier2,nurture,false,
L1248,tier2,human_review,true,technical IC title but company/industry unverifiable
L1686,tier2,nurture,false,
L1245,tier3,self_serve_newsletter,false,
L1637,tier3,self_serve_newsletter,false,
L1765,tier2,nurture,false,
L2447,tier3,self_serve_newsletter,false,
L1072,tier3,self_serve_newsletter,false,
L2895,tier3,self_serve_newsletter,false,
L1665,tier3,self_serve_newsletter,false,
L1357,tier3,human_review,true,Score divergence: deterministic vs. probabilistic
L1908,tier3,self_serve_newsletter,false,
L2121,tier3,self_serve_newsletter,false,
L1953,tier2,human_review,true,technical IC title but company/industry unverifiable
L2707,tier3,self_serve_newsletter,false,
L1074,tier1,sales_queue,false,
L2168,tier2,human_review,true,technical IC title but company/industry unverifiable
L1657,tier2,nurture,false,
L1834,tier2,nurture,false,
L2872,tier2,human_review,true,Duplicate record with conflicting fields
L2117,tier3,human_review,true,EU / Consent Verification Needed
L1383,tier3,self_serve_newsletter,false,
L2053,tier2,nurture,false,
L2667,tier3,self_serve_newsletter,false,
L1603,tier3,self_serve_newsletter,false,
L2043,tier2,human_review,true,EU / Consent Verification Needed | technical IC title but company/industry unverifiable
L2385,tier2,nurture,false,
L1035,tier2,human_review,true,"decision-maker title, technical company, but company size unverifiable"
L1334,tier3,human_review,true,missing job title
L1614,tier3,self_serve_newsletter,false,
L2467,tier3,self_serve_newsletter,false,
L1034,tier2,human_review,true,technical IC title but company/industry unverifiable | Score divergence: deterministic vs. probabilistic
L1183,tier2,human_review,true,technical IC title but company/industry unverifiable
L1345,tier2,nurture,false,
L1559,tier3,self_serve_newsletter,false,
L2507,tier3,self_serve_newsletter,false,
L2230,tier3,human_review,true,missing job title
L1733,tier2,nurture,false,
L1596,tier3,self_serve_newsletter,false,
L1537,tier3,self_serve_newsletter,false,
L2065,tier2,nurture,false,
L2591,tier2,human_review,true,EU / Consent Verification Needed | decision-maker title but company missing or unverifiable
L1752,tier3,self_serve_newsletter,false,
L2006,suppress,suppressed,false,
L2264,tier3,self_serve_newsletter,false,
L2444,tier2,human_review,true,decision-maker title but company missing or unverifiable
L2735,tier2,human_review,true,technical IC title but company/industry unverifiable
L1058,tier3,self_serve_newsletter,false,
L1127,tier3,self_serve_newsletter,false,
L1552,tier3,self_serve_newsletter,false,
L2329,tier2,nurture,false,
L1927,tier1,sales_queue,false,
L2341,tier3,self_serve_newsletter,false,
L2267,tier2,nurture,false,
L1209,tier1,sales_queue,false,
L2301,tier3,self_serve_newsletter,false,
L1798,tier2,human_review,true,EU / Consent Verification Needed
L2540,tier3,self_serve_newsletter,false,
L2240,tier3,human_review,true,Score divergence: deterministic vs. probabilistic
L1660,tier1,sales_queue,false,
L2539,tier3,self_serve_newsletter,false,
L2378,tier2,nurture,false,
L1578,tier3,self_serve_newsletter,false,
L1006,tier2,human_review,true,"decision-maker title, technical company, but company size unverifiable"
L2372,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L1645,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L1111,tier2,nurture,false,
L1198,tier2,human_review,true,technical IC title but company/industry unverifiable
L2471,tier3,self_serve_newsletter,false,
L2250,tier2,nurture,false,
L2112,tier2,human_review,true,technical IC title but company/industry unverifiable
L2157,tier2,nurture,false,
L1053,tier3,self_serve_newsletter,false,
L2743,tier3,self_serve_newsletter,false,
L1868,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1430,tier2,nurture,false,
L1490,tier1,human_review,true,personal email but Tier-1 title and company signals
L1867,tier2,human_review,true,technical IC title but company/industry unverifiable
L1589,tier3,human_review,true,missing job title
L2845,tier3,self_serve_newsletter,false,
L1251,tier2,nurture,false,
L1130,tier2,nurture,false,
L2570,tier3,self_serve_newsletter,false,
L1511,tier2,nurture,false,
L1937,tier3,self_serve_newsletter,false,
L2545,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L1619,tier1,human_review,true,Score divergence: deterministic vs. probabilistic
L2367,tier2,nurture,false,
L2017,tier2,human_review,true,technical IC title but company/industry unverifiable | Score divergence: deterministic vs. probabilistic
L1184,tier3,self_serve_newsletter,false,
L2123,tier3,self_serve_newsletter,false,
L1135,tier2,human_review,true,technical IC title but company/industry unverifiable
L1091,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L2420,tier2,human_review,true,decision-maker title but company missing or unverifiable
L2171,tier2,human_review,true,ambiguous title defaults to Tier 2 for human review
L1015,tier3,self_serve_newsletter,false,
L1266,tier3,human_review,true,missing job title | Score divergence: deterministic vs. probabilistic
L1163,tier2,human_review,true,technical IC title but company/industry unverifiable
L1659,tier3,self_serve_newsletter,false,
L2392,tier2,nurture,false,
L2336,tier2,nurture,false,
L1970,tier2,human_review,true,decision-maker title but company missing or unverifiable
L2466,tier1,human_review,true,Score divergence: deterministic vs. probabilistic
L2127,tier3,self_serve_newsletter,false,
L1274,tier3,self_serve_newsletter,false,
L1294,tier2,human_review,true,EU / Consent Verification Needed
L1696,tier2,human_review,true,decision-maker title but company missing or unverifiable
L2459,tier2,human_review,true,technical IC title but company/industry unverifiable
L2229,tier3,self_serve_newsletter,false,
L2327,tier2,human_review,true,technical IC title but company/industry unverifiable
L2322,tier2,nurture,false,
L2561,tier3,self_serve_newsletter,false,
L1714,tier3,self_serve_newsletter,false,
L1457,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1712,tier3,self_serve_newsletter,false,
L2210,tier3,self_serve_newsletter,false,
L1888,tier2,nurture,false,
L1137,tier3,self_serve_newsletter,false,
L2728,tier3,self_serve_newsletter,false,
L2258,tier2,human_review,true,technical IC title but company/industry unverifiable
L2235,tier2,human_review,true,decision-maker title but company missing or unverifiable
L2713,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L2248,tier3,self_serve_newsletter,false,
L2169,tier2,nurture,false,
L1601,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L2354,tier2,human_review,true,decision-maker title but company missing or unverifiable
L2769,tier1,human_review,true,EU / Consent Verification Needed
L2025,tier3,human_review,true,missing job title
L1679,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1465,tier3,self_serve_newsletter,false,
L2773,tier2,nurture,false,
L2295,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L1458,tier2,human_review,true,EU / Consent Verification Needed
L1642,tier3,self_serve_newsletter,false,
L2119,tier2,human_review,true,technical IC title but company/industry unverifiable
L2496,tier3,self_serve_newsletter,false,
L1493,tier3,self_serve_newsletter,false,
L2226,tier2,human_review,true,decision-maker title but company missing or unverifiable
L2148,tier2,nurture,false,
L2650,tier2,nurture,false,
L2544,tier2,human_review,true,EU / Consent Verification Needed
L1758,tier3,self_serve_newsletter,false,
L1565,tier3,self_serve_newsletter,false,
L1674,tier1,sales_queue,false,
L2224,tier2,human_review,true,EU / Consent Verification Needed | technical IC title but company/industry unverifiable | Duplicate record with conflicting fields
L2379,tier2,nurture,false,
L1270,tier3,self_serve_newsletter,false,
L1200,tier2,nurture,false,
L2373,tier3,self_serve_newsletter,false,
L1646,tier2,nurture,false,
L1188,tier3,human_review,true,EU / Consent Verification Needed | missing job title
L2291,tier2,human_review,true,technical IC title but company/industry unverifiable
L1966,tier3,human_review,true,missing job title
L2747,tier1,sales_queue,false,
L2209,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1540,tier2,nurture,false,
L1951,tier3,self_serve_newsletter,false,
L2048,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1602,tier2,nurture,false,
L2785,tier3,self_serve_newsletter,false,
L1197,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L2473,tier2,human_review,true,"decision-maker title, technical company, but company size unverifiable"
L1664,tier2,nurture,false,
L1499,tier3,self_serve_newsletter,false,
L1775,tier3,self_serve_newsletter,false,
L2009,tier2,nurture,false,
L2725,tier2,human_review,true,technical IC title but company/industry unverifiable
